FID,ZIPCODE_1,Cnt_ZIPCODE_1,Ave_ComArea,Ave_ResArea
-1,11219,8673,1267.081747953418699,3592.182174564741217
-1,11220,8540,1408.702693208430901,2866.934543325527102
-1,11221,8939,780.592348137375552,3432.053921020248254
-1,11222,5033,2656.878998609179234,3469.858732366381901
-1,11223,10180,615.963064833005888,2914.825834970530650
-1,11224,2513,2141.567847194588012,8570.060087544767157
-1,11225,3775,1276.463046357615895,6490.375629139072771
-1,11226,5346,1321.525065469509855,7853.475121586232490
-1,11228,8164,311.281112199901997,2035.145149436550810
-1,11229,11637,475.627653175217006,2834.502449084815453
-1,11230,7998,808.200800200050026,4453.976369092272762
-1,11231,4308,1957.088672237697210,3708.439415041782922
-1,11232,2831,7934.020487460261393,2576.108795478629418
-1,11233,7397,803.992023793429780,3621.707178585913425
-1,11234,18803,1797.641918842737823,1736.981970962080595
-1,11235,7503,1170.432493669198948,4501.709316273490913
-1,11236,14234,845.547000140508658,1966.186244204018521
-1,11237,4117,2348.167354870050985,3474.173913043478478
-1,11238,4316,1799.905931417979673,5803.713160333642008
-1,11239,307,12740.456026058631323,25804.013029315960011
-1,11249,1420,5540.202816901408369,12691.227464788731595
-1,11251,4,1539094.000000000000000,2475.000000000000000
-1,11354,5200,3527.974807692307877,4505.741730769230344
-1,11355,6831,1155.200117113160559,4147.071439027960878
-1,11356,4447,1415.448392174499759,1967.086350348549558
-1,11357,9362,309.394146549882521,2189.879406109805586
-1,11358,8554,391.510053776011205,1929.270984334814102
-1,11359,1,421996.000000000000000,0.000000000000000
-1,11360,2447,506.721700040866381,4602.232529628116026
-1,11361,6165,566.313057583130558,2025.628710462287017
-1,11362,3252,647.982472324723290,2828.607318573185694
-1,11363,1999,220.164082041020521,2181.623311655827820
-1,11364,5836,525.151987662782744,2588.014050719671104
-1,11365,6347,523.111706317945504,2634.135812194737809
-1,11366,3488,239.776662844036707,1625.866685779816407
-1,11367,4618,2192.329796448679190,3579.330662624512570
-1,11368,7542,1266.808671439936461,3484.658843808008442
-1,11369,5197,458.808928227823742,1973.356167019434224
-1,11370,4181,1801.527624970102806,2057.861277206409795
-1,11371,2,1532264.500000000000000,0.000000000000000
-1,11372,2561,1646.145255759468910,9094.150722374071847
-1,11373,7036,1686.798607163160796,4184.722996020465871
-1,11374,3125,1661.421440000000075,6469.706559999999627
-1,11375,6756,1059.914298401420865,5590.708259325044310
-1,11377,8170,1336.036230110159067,3506.122766217870321
-1,11378,7919,2004.859199393862809,1656.791135244349107
-1,11379,8504,440.294567262464739,1752.418861712135367
-1,11385,14215,964.176433345058058,2456.257404150545426
-1,11411,5116,194.366497263487105,1310.516223612197109
-1,11412,8557,211.439172607222162,1512.642631763468444
-1,11413,9665,414.351784790481133,1489.743817899637861
-1,11414,5321,301.564555534673957,2421.572824657019282
-1,11415,1326,1712.214932126696795,6905.816742081447956
-1,11416,3905,604.239180537772086,1791.542637644046181
-1,11417,5553,490.005042319466952,1635.358184764991847
-1,11418,5036,1155.077442414614779,2423.928514694201567
-1,11419,7512,290.178647497337579,1653.675452609158583
-1,11420,8929,387.575764363310554,1554.810505095755389
-1,11421,6165,235.281589618815900,2058.428061638280724
-1,11422,6417,215.352812840891374,1602.640174536387804
-1,11423,5253,526.846183133447539,2178.596040357890615
-1,11426,4665,680.331832797427637,1628.524544480171471
-1,11427,4076,320.969823356231586,2214.034838076545839
-1,11428,4206,275.876129339039494,1517.344032334759959
-1,11429,5709,414.727097565247846,1463.715712033631007
-1,11430,1,17095037.000000000000000,0.000000000000000
-1,11432,6529,2164.466074437126736,3405.532393934752690
-1,11433,6265,1553.496887470071897,1795.161213088587374
-1,11434,10199,747.586920286302529,2248.430728502794409
-1,11435,5877,917.569167942828017,3196.300493449038640
-1,11436,4270,233.881498829039799,1380.909133489461283
-1,11451,3,108666.666666666671517,0.000000000000000
-1,11691,5786,892.756135499481502,3752.296923608710586
-1,11692,2083,457.650024003840599,3694.249639942390786
-1,11693,1633,658.346601347213664,3447.821800367421929
-1,11694,3549,636.299239222316146,2937.932375316990601
-1,11697,7,1789078.571428571362048,344285.714285714260768
